LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,EDUCATION,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX_2
-0.9030878418652856,-1.0326228874234535,-0.33253937057220717,-0.29716040651462916,-0.2628692659374253,-0.21675081569072194,-0.1707164008074688,-0.13589659388131298,-0.24370140628351986,-0.19890037412327494,-0.2610195800843558,-0.2413385223553238,-0.22902692524122334,-0.21656126085674343,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0979789168091592,-0.38159358938586513,-0.5834750792331256,-0.23491783120168092,-0.4269668148385959,-0.5379927870157565,-0.450671369275514,-0.5742159289454091,1.6889986765189382,0.5224088380867153,0.2301240488130519,0.5392564048277773,-0.009837036010566695,-0.1795179913256377,0.0,0.0,1.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0
-0.2873749930423795,-0.16458382337333563,0.6583705203055036,0.7194028001699563,0.8141404378444841,0.9998816115341741,1.0473505805435213,1.0300529668649605,-0.09963172601500697,-0.01239546362525952,0.1722367427545831,-0.31250537372774906,-0.054739365367377994,-0.11721794711423261,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
0.8670865985005695,1.1374747727018413,-0.29417648147522946,1.4773637618480266,1.5096747512398057,0.07183196993608583,0.14919458193958376,0.19145900595702747,7.535873492909437,-0.13006417687321878,-0.32834084843838435,-0.1148196754710123,-0.18113110726062462,-0.1789567296660755,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
-0.9030878418652856,-0.5986033553983946,-0.03496189277885416,-0.15773591455487815,0.045020360035238086,0.0978815585287191,-0.3385579476307992,-0.3256001285250123,0.39813183684230613,0.32250779715739375,-0.007457777160841104,-0.04826549039124427,0.08495677040936826,-0.12283056370985469,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5592301740891163,-1.249632653435983,-0.005108985458881427,0.03293725773247521,-0.21889325116748581,-0.14368755168583172,-0.05766651007808977,-0.028220673032616727,-0.25296794808262457,-0.2024756927181168,-0.1358110056718584,-0.1029585335756081,2.153923063232398,-0.2404710075540935,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
-0.9030878418652856,-1.4666424194485126,-0.06084528783223672,-0.018915174171589295,0.025304494682201115,0.06029239098937903,-0.014424639361664012,0.019050045919186673,-0.23449747625332804,-0.1830603550322035,-0.2048650426107857,-0.22631440928781182,-0.21572253135772368,-0.22548532124378254,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25137374967766335,-0.16458382337333563,1.4312834978029398,1.589394781117599,1.8334837520817704,1.7437334457942633,1.4728689891892002,1.3321963982914629,0.272908299016567,0.4130221919635163,-0.32834084843838435,0.34644695379470675,-0.314175046095621,0.3261787639399117,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
-0.2873749930423795,-0.8156131214109241,1.1329719321246694,1.2137630154177783,1.1929410281175306,0.7795876280030396,0.8173077713598611,0.8569897988643376,0.03498357714766261,-0.26583576908240253,-0.10372269854410407,-0.09913661007597785,-0.10024039244894678,-0.11121244735691699,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
0.25137374967766335,0.4864454746642528,1.4633658572178467,1.4283054360768916,1.3992026304214031,1.469163006031314,1.5632464705003923,1.5003949429790897,-0.016358073360890436,-0.03316851723326464,-0.005404125504664827,0.3069098141433594,-0.021478380658628886,-0.2912090615785171,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
